Err?=(aucune)/besoin |/:Err?=(aucune)/besoin:Réinstallation:(État,Err::majuscule=mauvais) 
Nom ||/:Nom:Version:Architecture:Description 
python-pip-whl ii:python-pip-whl:20.3.4-4+deb11u1:all:Python:package:installer:(pip:wheels) 20.3.44
python3 ii:python3:3.9.2-3:amd64:interactive:high-level:object-oriented:language:(default:python3:version) 3.9.23
python3-apt ii:python3-apt:2.2.1:amd64:Python:3:interface:to:libapt-pkg 2.2.1
python3-backcall ii:python3-backcall:0.2.0-1:all:Callback:functions:for:Python 0.2.01
python3-brlapi:amd64 ii:python3-brlapi:amd64:6.3+dfsg-1+deb11u1:amd64:Braille:display:access:via:BRLTTY:-:Python3:bindings 6.3
python3-cairo:amd64 ii:python3-cairo:amd64:1.16.2-4+b2:amd64:Python3:bindings:for:the:Cairo:vector:graphics:library 1.16.24
python3-certifi ii:python3-certifi:2020.6.20-1:all:root:certificates:for:validating:SSL:certs:and:verifying:TLS:hosts:(python3) 2020.6.201
python3-chardet ii:python3-chardet:4.0.0-1:all:universal:character:encoding:detector:for:Python3 4.0.01
python3-cups:amd64 ii:python3-cups:amd64:2.0.1-4+b1:amd64:Python3:bindings:for:CUPS 2.0.14
python3-cupshelpers ii:python3-cupshelpers:1.5.14-1:all:Python:utility:modules:around:the:CUPS:printing:system 1.5.141
python3-dbus ii:python3-dbus:1.2.16-5:amd64:simple:interprocess:messaging:system:(Python:3:interface) 1.2.165
python3-debconf ii:python3-debconf:1.5.77:all:interact:with:debconf:from:Python:3 1.5.77
python3-debian ii:python3-debian:0.1.39:all:Python:3:modules:to:work:with:Debian-related:data:formats 0.1.39
python3-debianbts ii:python3-debianbts:3.1.0:all:Python:interface:to:Debian's:Bug:Tracking:System 3.1.0
python3-decorator ii:python3-decorator:4.4.2-2:all:simplify:usage:of:Python:decorators:by:programmers 4.4.22
python3-dev ii:python3-dev:3.9.2-3:amd64:header:files:and:a:static:library:for:Python:(default) 3.9.23
python3-distro ii:python3-distro:1.5.0-1:all:Linux:OS:platform:information:API 1.5.01
python3-distro-info ii:python3-distro-info:1.0:all:information:about:distributions':releases:(Python:3:module) 1.0
python3-distutils ii:python3-distutils:3.9.2-1:all:distutils:package:for:Python:3.x 3.9.21
python3-doc ii:python3-doc:3.9.2-3:all:documentation:for:the:high-level:object-oriented:language:Python:3 3.9.23
python3-examples ii:python3-examples:3.9.2-3:all:examples:for:the:Python:language:(default:version) 3.9.23
python3-full ii:python3-full:3.9.2-3:amd64:Default:Python:Interpreter:with:complete:class:library 3.9.23
python3-gdbm:amd64 ii:python3-gdbm:amd64:3.9.2-1:amd64:GNU:dbm:database:support:for:Python:3.x 3.9.21
python3-gi ii:python3-gi:3.38.0-2:amd64:Python:3:bindings:for:gobject-introspection:libraries 3.38.02
python3-gi-cairo ii:python3-gi-cairo:3.38.0-2:amd64:Python:3:Cairo:bindings:for:the:GObject:library 3.38.02
python3-httplib2 ii:python3-httplib2:0.18.1-3:all:comprehensive:HTTP:client:library:written:for:Python3 0.18.13
python3-ibus-1.0 ii:python3-ibus-1.0:1.5.23-2:all:Intelligent:Input:Bus:-:introspection:overrides:for:Python:(Python:3) 1.5.232
python3-idna ii:python3-idna:2.10-1:all:Python:IDNA2008:(RFC:5891):handling:(Python:3) 2.101
python3-ipython ii:python3-ipython:7.20.0-1+deb11u1:all:Enhanced:interactive:Python:shell:(Python:3:version) 7.20.01
python3-ipython-genutils ii:python3-ipython-genutils:0.2.0-4:all:IPython:vestigial:utilities:for:Python:3 0.2.04
python3-jedi ii:python3-jedi:0.18.0-1:all:autocompletion:tool:for:Python:3 0.18.01
python3-ldb ii:python3-ldb:2:2.2.3-2~deb11u2:amd64:Python:3:bindings:for:LDB 22.2.32112
python3-lib2to3 ii:python3-lib2to3:3.9.2-1:all:Interactive:high-level:object-oriented:language:(lib2to3) 3.9.21
python3-louis ii:python3-louis:3.16.0-1:all:Python:bindings:for:liblouis 3.16.01
python3-mako ii:python3-mako:1.1.3+ds1-2:all:fast:and:lightweight:templating:for:the:Python:3:platform 1.1.3
python3-markupsafe ii:python3-markupsafe:1.1.1-1+b3:amd64:HTML/XHTML/XML:string:library:for:Python:3 1.1.11
python3-minimal ii:python3-minimal:3.9.2-3:amd64:minimal:subset:of:the:Python:language:(default:python3:version) 3.9.23
python3-parso ii:python3-parso:0.8.1-1:all:Python:parser:that:supports:error:recovery:-:Python:3.X 0.8.11
python3-pexpect ii:python3-pexpect:4.8.0-2:all:Python:3:module:for:automating:interactive:applications 4.8.02
python3-pickleshare ii:python3-pickleshare:0.7.5-3:all:File:system:based:database:that:uses:Python:pickles:for:Python:3 0.7.53
python3-pip ii:python3-pip:20.3.4-4+deb11u1:all:Python:package:installer 20.3.44
python3-pkg-resources ii:python3-pkg-resources:52.0.0-4:all:Package:Discovery:and:Resource:Access:using:pkg_resources 52.0.04
python3-prompt-toolkit ii:python3-prompt-toolkit:3.0.14-1:all:library:for:building:interactive:command:lines:(Python:3) 3.0.141
python3-ptyprocess ii:python3-ptyprocess:0.7.0-1:all:Run:a:subprocess:in:a:pseudo:terminal:from:Python:3 0.7.01
python3-pyatspi ii:python3-pyatspi:2.38.1-1:all:Assistive:Technology:Service:Provider:Interface:-:Python3:bindings 2.38.11
python3-pycurl ii:python3-pycurl:7.43.0.6-5:amd64:Python:bindings:to:libcurl:(Python:3) 7.43.0.65
python3-pygments ii:python3-pygments:2.7.1+dfsg-2.1:all:syntax:highlighting:package:written:in:Python:3 2.7.1
python3-pyqt5 ii:python3-pyqt5:5.15.2+dfsg-3:amd64:Python:3:bindings:for:Qt5 5.15.2
python3-pyqt5.sip ii:python3-pyqt5.sip:12.8.1-1+b2:amd64:runtime:module:for:Python:extensions:using:SIP 12.8.11
python3-pysimplesoap ii:python3-pysimplesoap:1.16.2-3:all:simple:and:lightweight:SOAP:Library:(Python:3) 1.16.23
python3-reportbug ii:python3-reportbug:7.10.3+deb11u1:all:Python:modules:for:interacting:with:bug:tracking:systems 7.10.3
python3-requests ii:python3-requests:2.25.1+dfsg-2:all:elegant:and:simple:HTTP:library:for:Python3,:built:for:human:beings 2.25.1
python3-setuptools ii:python3-setuptools:52.0.0-4:all:Python3:Distutils:Enhancements 52.0.04
python3-six ii:python3-six:1.16.0-2:all:Python:2:and:3:compatibility:library:(Python:3:interface) 1.16.02
python3-smbc ii:python3-smbc:1.0.23-1+b1:amd64:Python:3:bindings:for:the:Samba:client:library 1.0.231
python3-software-properties ii:python3-software-properties:0.96.20.2-2.1:all:manage:the:repositories:that:you:install:software:from 0.96.20.22.1
python3-speechd ii:python3-speechd:0.10.2-2+deb11u2:all:Python:interface:to:Speech:Dispatcher 0.10.22
python3-talloc:amd64 ii:python3-talloc:amd64:2.3.1-2+b1:amd64:hierarchical:pool:based:memory:allocator:-:Python3:bindings 2.3.12
python3-tk:amd64 ii:python3-tk:amd64:3.9.2-1:amd64:Tkinter:-:Writing:Tk:applications:with:Python:3.x 3.9.21
python3-traitlets ii:python3-traitlets:5.0.5-1:all:Lightweight:Traits-like:package:for:Python:3 5.0.51
python3-uno ii:python3-uno:1:7.0.4-4+deb11u4:amd64:Python-UNO:bridge 17.0.44
python3-urllib3 ii:python3-urllib3:1.26.5-1~exp1:all:HTTP:library:with:thread-safe:connection:pooling:for:Python3 1.26.511
python3-venv ii:python3-venv:3.9.2-3:amd64:venv:module:for:python3:(default:python3:version) 3.9.23
python3-wcwidth ii:python3-wcwidth:0.1.9+dfsg1-2:all:determine:printable:width:of:a:string:on:a:terminal:(Python:3) 0.1.9
python3-wheel ii:python3-wheel:0.34.2-1:all:built-package:format:for:Python 0.34.21
python3-xdg ii:python3-xdg:0.27-2:all:Python:3:library:to:access:freedesktop.org:standards 0.272
python3.9 ii:python3.9:3.9.2-1:amd64:Interactive:high-level:object-oriented:language:(version:3.9) 3.9.21
python3.9-dev ii:python3.9-dev:3.9.2-1:amd64:Header:files:and:a:static:library:for:Python:(v3.9) 3.9.21
python3.9-doc ii:python3.9-doc:3.9.2-1:all:Documentation:for:the:high-level:object-oriented:language:Python:(v3.9) 3.9.21
python3.9-examples ii:python3.9-examples:3.9.2-1:all:Examples:for:the:Python:language:(v3.9) 3.9.21
python3.9-full ii:python3.9-full:3.9.2-1:amd64:Python:Interpreter:with:complete:class:library:(version:3.9) 3.9.21
python3.9-minimal ii:python3.9-minimal:3.9.2-1:amd64:Minimal:subset:of:the:Python:language:(version:3.9) 3.9.21
python3.9-venv ii:python3.9-venv:3.9.2-1:amd64:Interactive:high-level:object-oriented:language:(pyvenv:binary,:version:3.9) 3.9.21
qt5-gtk-platformtheme:amd64 ii:qt5-gtk-platformtheme:amd64:5.15.2+dfsg-9:amd64:Qt:5:GTK+:3:platform:theme 5.15.2
qttranslations5-l10n ii:qttranslations5-l10n:5.15.2-2:all:translations:for:Qt:5 5.15.22
quadrapassel ii:quadrapassel:1:3.38.1-1:amd64:popular:Russian:game,:similar:to:Tetris 13.38.11
readline-common ii:readline-common:8.1-1:all:GNU:readline:and:history:libraries,:common:files 8.11
realmd ii:realmd:0.16.3-3:amd64:DBus:service:for:configuring:kerberos:and:other:online:identities 0.16.33
reportbug ii:reportbug:7.10.3+deb11u1:all:reports:bugs:in:the:Debian:distribution 7.10.3
rhythmbox ii:rhythmbox:3.4.4-4:amd64:music:player:and:organizer:for:GNOME 3.4.44
rhythmbox-data ii:rhythmbox-data:3.4.4-4:all:data:files:for:rhythmbox 3.4.44
rhythmbox-plugin-cdrecorder ii:rhythmbox-plugin-cdrecorder:3.4.4-4:amd64:burning:plugin:for:rhythmbox:music:player 3.4.44
rhythmbox-plugins ii:rhythmbox-plugins:3.4.4-4:amd64:plugins:for:rhythmbox:music:player 3.4.44
rsyslog ii:rsyslog:8.2102.0-2+deb11u1:amd64:reliable:system:and:kernel:logging:daemon 8.2102.02
rtkit ii:rtkit:0.13-4:amd64:Realtime:Policy:and:Watchdog:Daemon 0.134
rygel ii:rygel:0.40.0-1:amd64:GNOME:UPnP/DLNA:services 0.40.01
rygel-playbin ii:rygel-playbin:0.40.0-1:amd64:GNOME:UPnP/DLNA:services:-:GStreamer:Media:Renderer:plugin 0.40.01
rygel-tracker ii:rygel-tracker:0.40.0-1:amd64:GNOME:UPnP/DLNA:services:-:Tracker:plugin 0.40.01
samba-libs:amd64 ii:samba-libs:amd64:2:4.13.13+dfsg-1~deb11u5:amd64:Samba:core:libraries 24.13.13
sane-utils ii:sane-utils:1.0.31-4.1:amd64:API:library:for:scanners:--:utilities 1.0.314.1
seahorse ii:seahorse:3.38.0.1-2:amd64:GNOME:front:end:for:GnuPG 3.38.0.12
sed ii:sed:4.7-1:amd64:GNU:stream:editor:for:filtering/transforming:text 4.71
sensible-utils ii:sensible-utils:0.0.14:all:Utilities:for:sensible:alternative:selection 0.0.14
sgml-base ii:sgml-base:1.30:all:SGML:infrastructure:and:SGML:catalog:file:support 1.30
sgml-data ii:sgml-data:2.0.11+nmu1:all:common:SGML:and:XML:data 2.0.11
shared-mime-info ii:shared-mime-info:2.0-1:amd64:FreeDesktop.org:shared:MIME:database:and:spec 2.01
shotwell ii:shotwell:0.30.11-1:amd64:digital:photo:organizer 0.30.111
shotwell-common ii:shotwell-common:0.30.11-1:all:digital:photo:organizer:-:common:files 0.30.111
simple-scan ii:simple-scan:3.38.1-1:amd64:Simple:Scanning:Utility 3.38.11
software-properties-common ii:software-properties-common:0.96.20.2-2.1:all:manage:the:repositories:that:you:install:software:from:(common) 0.96.20.22.1
software-properties-gtk ii:software-properties-gtk:0.96.20.2-2.1:all:manage:the:repositories:that:you:install:software:from:(gtk) 0.96.20.22.1
sound-icons ii:sound-icons:0.1-7:all:Sounds:for:speech:enabled:applications 0.17
sound-theme-freedesktop ii:sound-theme-freedesktop:0.8-2:all:freedesktop.org:sound:theme 0.82
speech-dispatcher ii:speech-dispatcher:0.10.2-2+deb11u2:amd64:Common:interface:to:speech:synthesizers 0.10.22
speech-dispatcher-audio-plugins:amd64 ii:speech-dispatcher-audio-plugins:amd64:0.10.2-2+deb11u2:amd64:Speech:Dispatcher::Audio:output:plugins 0.10.22
speech-dispatcher-espeak-ng ii:speech-dispatcher-espeak-ng:0.10.2-2+deb11u2:amd64:Speech:Dispatcher::Espeak-ng:output:module 0.10.22
ssl-cert ii:ssl-cert:1.1.0+nmu1:all:simple:debconf:wrapper:for:OpenSSL 1.1.0
sudo ii:sudo:1.9.5p2-3+deb11u1:amd64:Provide:limited:super:user:privileges:to:specific:users 1.9.523
swell-foop ii:swell-foop:1:3.34.1-1:amd64:Colored:ball:puzzle:game 13.34.11
switcheroo-control ii:switcheroo-control:2.4-3:amd64:D-Bus:service:to:check:the:availability:of:dual-GPU 2.43
synaptic ii:synaptic:0.90.2:amd64:Graphical:package:manager 0.90.2
system-config-printer-common ii:system-config-printer-common:1.5.14-1:all:backend:and:the:translation:files:for:system-config-printer 1.5.141
system-config-printer-udev ii:system-config-printer-udev:1.5.14-1:amd64:Utilities:to:detect:and:configure:printers:automatically 1.5.141
systemd ii:systemd:247.3-7+deb11u1:amd64:system:and:service:manager 247.37
systemd-sysv ii:systemd-sysv:247.3-7+deb11u1:amd64:system:and:service:manager:-:SysV:links 247.37
systemd-timesyncd ii:systemd-timesyncd:247.3-7+deb11u1:amd64:minimalistic:service:to:synchronize:local:time:with:NTP:servers 247.37
sysvinit-utils ii:sysvinit-utils:2.96-7+deb11u1:amd64:System-V-like:utilities 2.967
tali ii:tali:1:3.38.0-1:amd64:sort:of:poker:with:dice:and:less:money 13.38.01
tar ii:tar:1.34+dfsg-1:amd64:GNU:version:of:the:tar:archiving:utility 1.34
task-desktop ii:task-desktop:3.68+deb11u1:all:Debian:desktop:environment 3.68
task-french ii:task-french:3.68+deb11u1:all:French:environment 3.68
task-french-desktop ii:task-french-desktop:3.68+deb11u1:all:French:desktop 3.68
task-gnome-desktop ii:task-gnome-desktop:3.68+deb11u1:all:GNOME 3.68
tasksel ii:tasksel:3.68+deb11u1:all:tool:for:selecting:tasks:for:installation:on:Debian:systems 3.68
tasksel-data ii:tasksel-data:3.68+deb11u1:all:official:tasks:used:for:installation:of:Debian:systems 3.68
telnet ii:telnet:0.17-42:amd64:basic:telnet:client 0.1742
timgm6mb-soundfont ii:timgm6mb-soundfont:1.3-5:all:TimGM6mb:SoundFont:from:MuseScore:1.3 1.35
tk8.6-blt2.5 ii:tk8.6-blt2.5:2.5.3+dfsg-4.1:amd64:graphics:extension:library:for:Tcl/Tk:-:library 2.5.3
totem ii:totem:3.38.0-2:amd64:Simple:media:player:for:the:GNOME:desktop:based:on:GStreamer 3.38.02
totem-common ii:totem-common:3.38.0-2:all:Data:files:for:the:Totem:media:player 3.38.02
totem-plugins ii:totem-plugins:3.38.0-2:amd64:Plugins:for:the:Totem:media:player 3.38.02
tpm-udev ii:tpm-udev:0.5:all:udev:rules:for:TPM:modules 0.5
traceroute ii:traceroute:1:2.1.0-2+b1:amd64:Traces:the:route:taken:by:packets:over:an:IPv4/IPv6:network 12.1.02
tracker ii:tracker:2.3.6-2:amd64:metadata:database,:indexer:and:search:tool 2.3.62
tracker-extract ii:tracker-extract:2.3.5-2.1:amd64:metadata:database,:indexer:and:search:tool:-:metadata:extractors 2.3.52.1
tracker-miner-fs ii:tracker-miner-fs:2.3.5-2.1:amd64:metadata:database,:indexer:and:search:tool:-:filesystem:indexer 2.3.52.1
transmission-common ii:transmission-common:3.00-1:all:lightweight:BitTorrent:client:(common:files) 3.001
transmission-gtk ii:transmission-gtk:3.00-1:amd64:lightweight:BitTorrent:client:(GTK+:interface) 3.001
tzdata ii:tzdata:2021a-1+deb11u9:all:time:zone:and:daylight-saving:time:data 20211
ucf ii:ucf:3.0043:all:Update:Configuration:File(s)::preserve:user:changes:to:config:files 3.0043
udev ii:udev:247.3-7+deb11u1:amd64:/dev/:and:hotplug:management:daemon 247.37
udisks2 ii:udisks2:2.9.2-2+deb11u1:amd64:D-Bus:service:to:access:and:manipulate:storage:devices 2.9.22
unattended-upgrades ii:unattended-upgrades:2.8:all:automatic:installation:of:security:upgrades 2.8
uno-libs-private ii:uno-libs-private:1:7.0.4-4+deb11u4:amd64:LibreOffice:UNO:runtime:environment:--:private:libraries:used:by:public:ones 17.0.44
unoconv ii:unoconv:0.7-2:all:converter:between:LibreOffice:document:formats 0.72
unzip ii:unzip:6.0-26+deb11u1:amd64:De-archiver:for:.zip:files 6.026
update-inetd ii:update-inetd:4.51:all:inetd:configuration:file:updater 4.51
upower ii:upower:0.99.11-2:amd64:abstraction:for:power:management 0.99.112
ure ii:ure:1:7.0.4-4+deb11u4:amd64:LibreOffice:UNO:runtime:environment 17.0.44
usb-modeswitch ii:usb-modeswitch:2.6.1-1:amd64:mode:switching:tool:for:controlling:"flip:flop":USB:devices 2.6.11
usb-modeswitch-data ii:usb-modeswitch-data:20191128-3:all:mode:switching:data:for:usb-modeswitch 201911283
usb.ids ii:usb.ids:2022.05.20-0+deb11u1:all:USB:ID:Repository 2022.05.200
usbmuxd ii:usbmuxd:1.1.1-2:amd64:USB:multiplexor:daemon:for:iPhone:and:iPod:Touch:devices 1.1.12
usbutils ii:usbutils:1:013-3:amd64:Linux:USB:utilities 10133
util-linux ii:util-linux:2.36.1-8+deb11u1:amd64:miscellaneous:system:utilities 2.36.18
util-linux-locales ii:util-linux-locales:2.36.1-8+deb11u1:all:locales:files:for:util-linux 2.36.18
va-driver-all:amd64 ii:va-driver-all:amd64:2.10.0-1:amd64:Video:Acceleration:(VA):API:--:driver:metapackage 2.10.01
vdpau-driver-all:amd64 ii:vdpau-driver-all:amd64:1.4-3:amd64:Video:Decode:and:Presentation:API:for:Unix:(driver:metapackage) 1.43
vim ii:vim:2:8.2.2434-3+deb11u1:amd64:Vi:IMproved:-:enhanced:vi:editor 28.2.24343
vim-common ii:vim-common:2:8.2.2434-3+deb11u1:all:Vi:IMproved:-:Common:files 28.2.24343
vim-runtime ii:vim-runtime:2:8.2.2434-3+deb11u1:all:Vi:IMproved:-:Runtime:files 28.2.24343
vim-tiny ii:vim-tiny:2:8.2.2434-3+deb11u1:amd64:Vi:IMproved:-:enhanced:vi:editor:-:compact:version 28.2.24343
wamerican ii:wamerican:2019.10.06-1:all:American:English:dictionary:words:for:/usr/share/dict 2019.10.061
wfrench ii:wfrench:1.2.6-1:all:French:dictionary:words:for:/usr/share/dict 1.2.61
wget ii:wget:1.21-1+deb11u1:amd64:retrieves:files:from:the:web 1.211
whiptail ii:whiptail:0.52.21-4+b3:amd64:Displays:user-friendly:dialog:boxes:from:shell:scripts 0.52.214
wireless-regdb ii:wireless-regdb:2022.04.08-2~deb11u1:all:wireless:regulatory:database:for:Linux 2022.04.082111
wpasupplicant ii:wpasupplicant:2:2.9.0-21:amd64:client:support:for:WPA:and:WPA2:(IEEE:802.11i) 22.9.021
x11-apps ii:x11-apps:7.7+8:amd64:X:applications 7.7
x11-common ii:x11-common:1:7.7+22:all:X:Window:System:(X.Org):infrastructure 17.7
x11-session-utils ii:x11-session-utils:7.7+4:amd64:X:session:utilities 7.7
x11-utils ii:x11-utils:7.7+5:amd64:X11:utilities 7.7
x11-xkb-utils ii:x11-xkb-utils:7.7+5:amd64:X11:XKB:utilities 7.7
x11-xserver-utils ii:x11-xserver-utils:7.7+8:amd64:X:server:utilities 7.7
xauth ii:xauth:1:1.1-1:amd64:X:authentication:utility 11.11
xbitmaps ii:xbitmaps:1.1.1-2.1:all:Base:X:bitmaps 1.1.12.1
xbrlapi ii:xbrlapi:6.3+dfsg-1+deb11u1:amd64:Access:software:for:a:blind:person:using:a:braille:display:-:xbrlapi 6.3
xdg-dbus-proxy ii:xdg-dbus-proxy:0.1.2-2:amd64:filtering:D-Bus:proxy 0.1.22
xdg-desktop-portal ii:xdg-desktop-portal:1.8.1-1:amd64:desktop:integration:portal:for:Flatpak:and:Snap 1.8.11
xdg-desktop-portal-gtk ii:xdg-desktop-portal-gtk:1.8.0-1:amd64:GTK+/GNOME:portal:backend:for:xdg-desktop-portal 1.8.01
xdg-user-dirs ii:xdg-user-dirs:0.17-2:amd64:tool:to:manage:well:known:user:directories 0.172
xdg-user-dirs-gtk ii:xdg-user-dirs-gtk:0.10-3:amd64:tool:to:manage:well:known:user:directories:(Gtk:extension) 0.103
xdg-utils ii:xdg-utils:1.1.3-4.1:all:desktop:integration:utilities:from:freedesktop.org 1.1.34.1
xfonts-100dpi ii:xfonts-100dpi:1:1.0.4+nmu1.1:all:100:dpi:fonts:for:X 11.0.4
xfonts-75dpi ii:xfonts-75dpi:1:1.0.4+nmu1.1:all:75:dpi:fonts:for:X 11.0.4
xfonts-base ii:xfonts-base:1:1.0.5:all:standard:fonts:for:X 11.0.5
xfonts-encodings ii:xfonts-encodings:1:1.0.4-2.1:all:Encodings:for:X.Org:fonts 11.0.42.1
xfonts-scalable ii:xfonts-scalable:1:1.0.3-1.2:all:scalable:fonts:for:X 11.0.31.2
xfonts-utils ii:xfonts-utils:1:7.7+6:amd64:X:Window:System:font:utility:programs 17.7
xinit ii:xinit:1.4.0-1:amd64:X:server:initialisation:tool 1.4.01
xkb-data ii:xkb-data:2.29-2:all:X:Keyboard:Extension:(XKB):configuration:data 2.292
xkbset ii:xkbset:0.6-1:amd64:Small:utility:to:change:the:AccessX:settings:of:XKEYBOARD 0.61
xml-core ii:xml-core:0.18+nmu1:all:XML:infrastructure:and:XML:catalog:file:support 0.18
xorg ii:xorg:1:7.7+22:amd64:X.Org:X:Window:System 17.7
xorg-docs-core ii:xorg-docs-core:1:1.7.1-1.2:all:Core:documentation:for:the:X.org:X:Window:System 11.7.11.2
xserver-common ii:xserver-common:2:1.20.11-1+deb11u6:all:common:files:used:by:various:X:servers 21.20.111
xserver-xephyr ii:xserver-xephyr:2:1.20.11-1+deb11u6:amd64:nested:X:server 21.20.111
xserver-xorg ii:xserver-xorg:1:7.7+22:amd64:X.Org:X:server 17.7
xserver-xorg-core ii:xserver-xorg-core:2:1.20.11-1+deb11u6:amd64:Xorg:X:server:-:core:server 21.20.111
xserver-xorg-input-all ii:xserver-xorg-input-all:1:7.7+22:amd64:X.Org:X:server:--:input:driver:metapackage 17.7
xserver-xorg-input-libinput ii:xserver-xorg-input-libinput:0.30.0-1:amd64:X.Org:X:server:--:libinput:input:driver 0.30.01
xserver-xorg-input-wacom ii:xserver-xorg-input-wacom:0.34.99.1-1+b1:amd64:X.Org:X:server:--:Wacom:input:driver 0.34.99.11
xserver-xorg-legacy ii:xserver-xorg-legacy:2:1.20.11-1+deb11u6:amd64:setuid:root:Xorg:server:wrapper 21.20.111
xserver-xorg-video-all ii:xserver-xorg-video-all:1:7.7+22:amd64:X.Org:X:server:--:output:driver:metapackage 17.7
xserver-xorg-video-amdgpu ii:xserver-xorg-video-amdgpu:19.1.0-2:amd64:X.Org:X:server:--:AMDGPU:display:driver 19.1.02
xserver-xorg-video-ati ii:xserver-xorg-video-ati:1:19.1.0-2:amd64:X.Org:X:server:--:AMD/ATI:display:driver:wrapper 119.1.02
xserver-xorg-video-fbdev ii:xserver-xorg-video-fbdev:1:0.5.0-1:amd64:X.Org:X:server:--:fbdev:display:driver 10.5.01
xserver-xorg-video-intel ii:xserver-xorg-video-intel:2:2.99.917+git20200714-1+deb11u1:amd64:X.Org:X:server:--:Intel:i8xx,:i9xx:display:driver 22.99.917
xserver-xorg-video-nouveau ii:xserver-xorg-video-nouveau:1:1.0.17-1:amd64:X.Org:X:server:--:Nouveau:display:driver 11.0.171
xserver-xorg-video-qxl ii:xserver-xorg-video-qxl:0.1.5+git20200331-1:amd64:X.Org:X:server:--:QXL:display:driver 0.1.5
xserver-xorg-video-radeon ii:xserver-xorg-video-radeon:1:19.1.0-2:amd64:X.Org:X:server:--:AMD/ATI:Radeon:display:driver 119.1.02
xserver-xorg-video-vesa ii:xserver-xorg-video-vesa:1:2.5.0-1:amd64:X.Org:X:server:--:VESA:display:driver 12.5.01
xserver-xorg-video-vmware ii:xserver-xorg-video-vmware:1:13.3.0-3:amd64:X.Org:X:server:--:VMware:display:driver 113.3.03
xwayland ii:xwayland:2:1.20.11-1+deb11u6:amd64:Xwayland:X:server 21.20.111
xxd ii:xxd:2:8.2.2434-3+deb11u1:amd64:tool:to:make:(or:reverse):a:hex:dump 28.2.24343
xz-utils ii:xz-utils:5.2.5-2.1~deb11u1:amd64:XZ-format:compression:utilities 5.2.52.1111
yelp ii:yelp:3.38.3-1:amd64:Help:browser:for:GNOME 3.38.31
yelp-xsl ii:yelp-xsl:3.38.3-1:all:XSL:stylesheets:for:the:yelp:help:browser 3.38.31
zenity ii:zenity:3.32.0-6:amd64:Display:graphical:dialog:boxes:from:shell:scripts 3.32.06
zenity-common ii:zenity-common:3.32.0-6:all:Display:graphical:dialog:boxes:from:shell:scripts:(common:files) 3.32.06
zerofree ii:zerofree:1.1.1-1:amd64:zero:free:blocks:from:ext2,:ext3:and:ext4:file-systems 1.1.11
zlib1g:amd64 ii:zlib1g:amd64:1:1.2.11.dfsg-2+deb11u2:amd64:compression:library:-:runtime 11.2.11.2
zlib1g-dev:amd64 ii:zlib1g-dev:amd64:1:1.2.11.dfsg-2+deb11u2:amd64:compression:library:-:development 11.2.11.2
